<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
1995.10.01	1.36870	1.38240	1.35480	1.37200	9955	0	50
1995.10.08	1.37250	1.39180	1.36540	1.37110	10245	0	50
1995.10.15	1.37150	1.40150	1.37150	1.40100	10515	0	50
1995.10.22	1.40130	1.41600	1.38780	1.38860	12805	0	50
1995.10.29	1.38860	1.39520	1.37130	1.37930	9115	0	50
1995.11.05	1.37950	1.39240	1.37180	1.38200	8995	0	50
1995.11.12	1.38170	1.39930	1.37610	1.38890	9315	0	50
1995.11.19	1.38940	1.39260	1.37350	1.37760	8595	0	50
1995.11.26	1.37770	1.37980	1.34790	1.35540	9535	0	50
1995.12.03	1.35540	1.37010	1.34520	1.35260	9855	0	50
1995.12.10	1.35260	1.36290	1.34590	1.35730	6515	0	50
1995.12.17	1.35760	1.37030	1.35210	1.36110	7915	0	50
1995.12.24	1.36110	1.36970	1.35670	1.36030	8415	0	50
1995.12.31	1.36170	1.36690	1.34130	1.35440	8114	0	50
1996.01.07	1.35500	1.36520	1.35170	1.35380	7325	0	50
1996.01.14	1.35400	1.35610	1.31790	1.32140	7315	0	50
1996.01.21	1.32220	1.32880	1.30880	1.31160	8755	0	50
1996.01.28	1.31200	1.32280	1.30840	1.32080	7245	0	50
1996.02.04	1.32090	1.33780	1.31950	1.32270	7585	0	50
1996.02.11	1.32310	1.35040	1.32270	1.35040	6655	0	50
1996.02.18	1.35030	1.35660	1.33930	1.35290	10335	0	50
1996.02.25	1.35350	1.35430	1.32080	1.32760	6895	0	50
1996.03.03	1.32740	1.32970	1.31080	1.31480	7485	0	50
1996.03.10	1.31410	1.33390	1.31250	1.32750	6975	0	50
1996.03.17	1.32760	1.33030	1.31950	1.32750	5525	0	50
1996.03.24	1.32600	1.33150	1.31480	1.32240	6105	0	50
1996.03.31	1.32260	1.32420	1.31710	1.31750	3715	0	50
1996.04.07	1.32030	1.32690	1.29820	1.29960	8065	0	50
1996.04.14	1.30000	1.30620	1.28930	1.28930	7025	0	50
1996.04.21	1.28970	1.29100	1.27420	1.28150	4685	0	50
1996.04.28	1.28130	1.28870	1.27030	1.28130	6825	0	50
1996.05.05	1.28080	1.29200	1.27800	1.28060	5715	0	50
1996.05.12	1.28020	1.28310	1.27180	1.27480	5165	0	50
1996.05.19	1.27470	1.27640	1.26530	1.26630	3415	0	50
1996.05.26	1.26610	1.28560	1.26170	1.28390	6775	0	50
1996.06.02	1.28390	1.28780	1.27240	1.27720	6065	0	50
1996.06.09	1.27300	1.29020	1.26990	1.28190	6435	0	50
1996.06.16	1.28460	1.29490	1.27370	1.27700	6105	0	50
1996.06.23	1.27690	1.28920	1.26570	1.28090	7885	0	50
1996.06.30	1.28090	1.28740	1.25960	1.28000	8525	0	50
1996.07.07	1.27960	1.28890	1.27740	1.28440	4095	0	50
1996.07.14	1.28430	1.33040	1.28180	1.31080	11355	0	50
