<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.10.24	10311.117	10447.765	10212.204	10288.497	85225	0	142
2019.10.25	10288.470	10307.380	10054.183	10286.519	85206	0	140
2019.10.26	10286.496	10310.538	10173.745	10231.097	85212	0	142
2019.10.27	10231.078	10303.017	9995.515	10007.955	84789	0	139
2019.10.28	10007.949	10264.127	9934.630	10245.096	85232	0	139
2019.10.29	10245.088	10421.647	10189.496	10259.201	85191	0	142
2019.10.30	10259.185	10286.175	10032.501	10208.945	85210	0	140
2019.10.31	10208.917	10275.256	9996.453	10032.687	85245	0	139
2019.11.01	10032.678	10110.360	9757.305	9803.912	85235	0	136
2019.11.02	9803.882	9937.935	9622.005	9648.369	85230	0	134
2019.11.03	9648.357	9721.865	9451.387	9483.995	85147	0	132
2019.11.04	9483.980	9634.183	9444.890	9616.544	85149	0	132
2019.11.05	9616.516	9846.280	9560.761	9797.236	85159	0	133
2019.11.06	9797.203	9889.788	9731.653	9748.869	85133	0	136
2019.11.07	9748.825	9773.796	9483.254	9551.870	85175	0	132
2019.11.08	9551.856	9600.236	9387.713	9571.226	85115	0	131
2019.11.09	9571.214	9674.507	9487.990	9560.214	85154	0	132
2019.11.10	9560.209	9721.789	9532.640	9566.658	85145	0	133
2019.11.11	9566.619	9975.153	9544.065	9935.555	85186	0	133
2019.11.12	9935.539	10062.994	9806.065	9895.364	85221	0	137
2019.11.13	9895.322	9985.790	9619.431	9621.489	85140	0	134
2019.11.14	9621.479	9877.791	9504.504	9838.697	85158	0	133
2019.11.15	9838.677	9880.193	9638.857	9638.857	85198	0	134
2019.11.16	9638.844	9982.348	9618.100	9909.018	85234	0	134
2019.11.17	9909.006	10083.662	9845.153	10033.995	85225	0	137
2019.11.18	10033.966	10114.007	9914.449	9968.176	85206	0	138
2019.11.19	9968.155	10223.449	9905.864	10115.930	85184	0	138
2019.11.20	10115.913	10322.916	10051.556	10145.004	85261	0	140
2019.11.21	10144.980	10315.348	10101.597	10157.262	85071	0	141
2019.11.22	10157.234	10158.863	9790.254	9825.393	85213	0	137
2019.11.23	9825.370	9857.484	9688.642	9817.063	85200	0	135
2019.11.24	9817.040	10029.313	9806.185	9844.291	85180	0	137
2019.11.25	9844.252	10144.974	9802.248	10132.106	85209	0	137
2019.11.26	10132.094	10220.589	9988.462	10001.740	85219	0	139
2019.11.27	10001.738	10003.603	9683.844	9789.960	85177	0	135
2019.11.28	9789.928	9969.494	9675.813	9944.067	85051	0	135
2019.11.29	9944.034	10281.051	9924.253	10252.706	85212	0	138
2019.11.30	10252.697	10516.745	10191.158	10485.902	85275	0	142
2019.12.01	10485.889	10587.620	10380.817	10565.899	85236	0	145
2019.12.02	10565.874	10585.998	10353.996	10460.071	85301	0	144
2019.12.03	10460.065	10702.717	10428.313	10435.655	85308	0	146
2019.12.04	10435.638	10517.334	10286.578	10286.578	85205	0	144
2019.12.05	10286.572	10656.152	10234.428	10499.999	85271	0	143
2019.12.06	10499.967	10545.765	10395.647	10464.157	85273	0	145
2019.12.07	10464.128	10572.078	10335.551	10361.462	85227	0	144
2019.12.08	10361.454	10467.653	10257.616	10302.020	85184	0	143
2019.12.09	10301.999	10323.878	10146.209	10194.522	85216	0	142
