<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2013.02.17	1609.31	1618.66	1554.85	1581.55	485712	0	0
2013.02.24	1579.46	1619.87	1564.71	1575.51	448021	0	0
2013.03.03	1578.29	1586.24	1561.30	1577.86	416584	0	0
2013.03.10	1578.05	1598.97	1575.30	1591.62	310071	0	0
2013.03.17	1603.68	1616.77	1590.79	1608.38	323876	0	0
2013.03.24	1608.31	1613.42	1589.55	1598.70	252928	0	0
2013.03.31	1597.14	1603.69	1539.93	1580.78	344331	0	0
2013.04.07	1580.57	1590.16	1480.78	1481.95	355805	0	0
2013.04.14	1481.36	1495.35	1321.34	1403.25	759643	0	0
2013.04.21	1408.18	1485.12	1403.67	1461.83	545114	0	0
2013.04.28	1465.93	1487.81	1440.17	1470.24	418192	0	0
2013.05.05	1470.15	1478.76	1419.49	1448.13	498672	0	0
2013.05.12	1448.51	1448.83	1355.01	1359.53	620574	0	0
2013.05.19	1362.94	1414.22	1337.75	1386.08	519925	0	0
2013.05.26	1387.35	1421.74	1373.39	1387.33	332258	0	0
2013.06.02	1388.99	1423.67	1377.56	1382.38	310217	0	0
2013.06.09	1382.94	1394.70	1365.80	1390.22	313543	0	0
2013.06.16	1390.64	1391.73	1269.19	1296.07	436152	0	0
2013.06.23	1297.32	1301.29	1180.11	1234.10	499171	0	0
2013.06.30	1233.23	1267.17	1208.03	1222.68	396554	0	0
2013.07.07	1222.11	1298.55	1215.51	1285.11	444140	0	0
2013.07.14	1284.83	1300.15	1270.08	1295.60	346652	0	0
2013.07.21	1296.47	1347.40	1295.90	1332.75	385964	0	0
2013.07.28	1332.92	1338.95	1283.02	1311.54	418617	0	0
2013.08.04	1312.28	1320.52	1272.60	1313.98	244359	0	0
2013.08.11	1315.17	1379.31	1314.27	1375.95	252173	0	0
2013.08.18	1378.38	1399.74	1352.16	1397.33	262507	0	0
2013.08.25	1398.42	1433.51	1389.33	1394.58	292048	0	0
2013.09.01	1392.90	1416.14	1358.53	1391.23	211417	0	0
2013.09.08	1392.19	1392.45	1304.76	1325.83	201984	0	0
2013.09.15	1334.54	1374.98	1291.64	1325.23	265150	0	0
2013.09.22	1326.13	1343.89	1305.56	1336.75	238369	0	0
2013.09.29	1341.73	1351.91	1277.43	1310.48	253083	0	0
2013.10.06	1311.33	1329.78	1261.22	1271.73	317553	0	0
2013.10.13	1276.04	1326.48	1251.58	1315.80	330012	0	0
2013.10.20	1316.02	1355.78	1309.97	1350.23	229031	0	0
2013.10.27	1353.03	1361.60	1306.08	1315.68	293304	0	0
2013.11.03	1313.36	1325.93	1281.11	1288.08	234415	0	0
2013.11.10	1287.27	1294.11	1261.31	1289.73	239339	0	0
2013.11.17	1289.20	1289.44	1236.56	1243.08	254246	0	0
2013.11.24	1242.21	1257.93	1227.74	1251.33	186665	0	0
2013.12.01	1250.62	1251.27	1211.50	1228.53	268303	0	0
2013.12.08	1229.99	1267.76	1220.40	1238.13	245181	0	0
2013.12.15	1237.78	1251.82	1187.08	1202.73	284887	0	0
2013.12.22	1202.62	1218.71	1192.66	1212.73	102739	0	0
2013.12.29	1213.89	1240.04	1182.16	1236.58	174122	0	0
2014.01.05	1236.85	1248.91	1217.57	1247.98	245173	0	0
2014.01.12	1247.69	1255.16	1234.11	1253.62	207309	0	0
2014.01.19	1252.66	1272.41	1231.33	1269.63	213552	0	0
2014.01.26	1269.65	1278.83	1237.94	1243.88	241003	0	0
2014.02.02	1242.35	1274.09	1240.67	1266.76	227282	0	0
2014.02.09	1265.10	1321.03	1264.93	1318.31	353037	0	0
2014.02.16	1320.07	1334.02	1307.21	1323.86	347023	0	0
2014.02.23	1324.90	1345.25	1318.57	1325.78	245261	0	0
2014.03.02	1332.05	1354.63	1328.76	1339.53	283700	0	0
2014.03.09	1339.57	1387.77	1327.94	1382.26	333133	0	0
2014.03.16	1382.24	1392.07	1320.45	1334.31	354471	0	0
2014.03.23	1332.83	1334.74	1285.60	1294.81	251549	0	0
2014.03.30	1294.81	1306.70	1277.53	1302.91	185218	0	0
2014.04.06	1303.52	1324.45	1295.39	1318.07	182082	0	0
2014.04.13	1320.96	1330.91	1286.32	1294.86	165873	0	0
2014.04.20	1298.06	1304.89	1268.23	1302.71	199630	0	0
2014.04.27	1302.49	1306.37	1275.34	1298.91	186326	0	0
2014.05.04	1300.00	1315.42	1284.93	1288.51	184977	0	0
2014.05.11	1289.24	1308.92	1277.95	1293.01	173241	0	0
2014.05.18	1292.52	1305.28	1283.16	1292.26	186400	0	0
2014.05.25	1293.18	1301.79	1242.12	1249.21	163326	0	0
2014.06.01	1249.90	1257.60	1240.45	1252.66	145863	0	0
2014.06.08	1252.47	1277.78	1250.13	1276.86	129765	0	0
2014.06.15	1275.77	1321.83	1258.67	1314.46	182370	0	0
2014.06.22	1314.21	1325.75	1306.08	1315.71	159197	0	0
2014.06.29	1315.56	1332.27	1309.20	1319.44	146991	0	0
2014.07.06	1320.23	1345.02	1311.26	1338.06	135963	0	0
2014.07.13	1338.38	1339.37	1291.98	1309.93	166324	0	0
2014.07.20	1310.92	1318.26	1287.55	1306.71	117488	0	45
2014.07.27	1307.21	1312.04	1280.15	1293.53	126755	0	45
2014.08.03	1293.57	1322.54	1282.36	1309.22	126482	0	35
2014.08.10	1308.54	1319.21	1292.39	1304.38	232634	0	0
2014.08.17	1302.15	1303.51	1272.83	1279.98	194217	0	0
2014.08.24	1279.72	1296.34	1274.32	1286.66	138313	0	0
2014.08.31	1285.97	1289.73	1257.09	1268.73	153255	0	0
2014.09.07	1267.43	1271.60	1227.43	1229.10	144972	0	0
2014.09.14	1226.77	1242.03	1213.62	1215.96	181121	0	0
2014.09.21	1214.53	1234.90	1206.79	1217.67	174163	0	0
2014.09.28	1217.77	1223.16	1189.86	1191.47	179221	0	0
2014.10.05	1190.52	1233.18	1182.89	1222.95	181890	0	0
2014.10.12	1223.17	1249.65	1221.74	1238.10	217780	0	0
2014.10.19	1237.90	1255.07	1226.16	1230.66	145890	0	0
